hand,value,handvalue,score
"('05S', '14S', '13S', '14H', '04C')",29.135399999999997,,916899.0
"('03S', '05S', '14S', '13S', '14H')",29.135299999999997,,916751.0
"('02D', '05S', '14S', '13S', '14H')",29.135199999999998,,916603.0
"('03S', '14S', '13S', '14H', '04C')",29.1343,,916455.0
"('02D', '14S', '13S', '14H', '04C')",29.1342,,916308.0
"('03S', '02D', '14S', '13S', '14H')",29.1332,,916160.0
"('11D', '10D', '12D', '14S', '14H')",29.132,,916012.0
"('11D', '12D', '14S', '14H', '09S')",29.1319,,915864.0
"('11D', '12D', '14S', '14H', '08H')",29.131800000000002,,915717.0
"('11D', '12D', '14S', '14H', '07D')",29.1317,,915569.0
"('11D', '06C', '12D', '14S', '14H')",29.1316,,915421.0
"('11D', '12D', '05S', '14S', '14H')",29.1315,,915273.0
"('11D', '12D', '14S', '14H', '04C')",29.1314,,915126.0
"('11D', '03S', '12D', '14S', '14H')",29.1313,,914978.0
"('11D', '12D', '02D', '14S', '14H')",29.1312,,914830.0
"('10D', '12D', '14S', '14H', '09S')",29.130900000000004,,914682.0
"('10D', '12D', '14S', '14H', '08H')",29.130800000000004,,914535.0
"('10D', '12D', '14S', '14H', '07D')",29.1307,,914387.0
"('10D', '06C', '12D', '14S', '14H')",29.1306,,914239.0
"('10D', '12D', '05S', '14S', '14H')",29.1305,,914091.0
"('10D', '12D', '14S', '14H', '04C')",29.1304,,913944.0
"('10D', '03S', '12D', '14S', '14H')",29.130300000000002,,913796.0
"('10D', '12D', '02D', '14S', '14H')",29.130200000000002,,913648.0
"('12D', '14S', '14H', '08H', '09S')",29.129800000000003,,913500.0
"('12D', '14S', '14H', '09S', '07D')",29.1297,,913353.0
"('06C', '12D', '14S', '14H', '09S')",29.1296,,913205.0
"('12D', '05S', '14S', '14H', '09S')",29.1295,,913057.0
"('12D', '14S', '14H', '04C', '09S')",29.1294,,912909.0
"('03S', '12D', '14S', '14H', '09S')",29.1293,,912762.0
"('12D', '02D', '14S', '14H', '09S')",29.1292,,912614.0
"('12D', '14S', '14H', '08H', '07D')",29.1287,,912466.0
"('06C', '12D', '14S', '14H', '08H')",29.1286,,912318.0
"('12D', '05S', '14S', '14H', '08H')",29.1285,,912171.0
"('12D', '14S', '14H', '08H', '04C')",29.1284,,912023.0
"('03S', '12D', '14S', '14H', '08H')",29.1283,,911875.0
"('12D', '02D', '14S', '14H', '08H')",29.1282,,911727.0
"('06C', '12D', '14S', '14H', '07D')",29.1276,,911580.0
"('12D', '05S', '14S', '14H', '07D')",29.1275,,911432.0
"('12D', '14S', '14H', '04C', '07D')",29.1274,,911284.0
"('03S', '12D', '14S', '14H', '07D')",29.1273,,911136.0
"('12D', '02D', '14S', '14H', '07D')",29.127200000000002,,910989.0
"('06C', '12D', '05S', '14S', '14H')",29.1265,,910841.0
"('06C', '12D', '14S', '14H', '04C')",29.1264,,910693.0
"('06C', '03S', '12D', '14S', '14H')",29.1263,,910545.0
"('06C', '12D', '02D', '14S', '14H')",29.1262,,910398.0
"('12D', '05S', '14S', '14H', '04C')",29.1254,,910250.0
"('03S', '12D', '05S', '14S', '14H')",29.1253,,910102.0
"('12D', '02D', '05S', '14S', '14H')",29.1252,,909954.0
"('03S', '12D', '14S', '14H', '04C')",29.1243,,909807.0
"('12D', '02D', '14S', '14H', '04C')",29.124200000000002,,909659.0
"('03S', '12D', '02D', '14S', '14H')",29.1232,,909511.0
"('11D', '10D', '14S', '14H', '09S')",29.120900000000002,,909363.0
"('11D', '10D', '14S', '14H', '08H')",29.120800000000003,,909216.0
"('11D', '10D', '14S', '14H', '07D')",29.1207,,909068.0
"('11D', '10D', '06C', '14S', '14H')",29.1206,,908920.0
"('11D', '10D', '05S', '14S', '14H')",29.1205,,908772.0
"('11D', '10D', '14S', '14H', '04C')",29.1204,,908625.0
"('11D', '10D', '03S', '14S', '14H')",29.1203,,908477.0
"('11D', '10D', '02D', '14S', '14H')",29.1202,,908329.0
"('11D', '14S', '14H', '08H', '09S')",29.1198,,908181.0
"('11D', '14S', '14H', '09S', '07D')",29.119699999999998,,908034.0
"('11D', '06C', '14S', '14H', '09S')",29.1196,,907886.0
"('11D', '05S', '14S', '14H', '09S')",29.1195,,907738.0
"('11D', '14S', '14H', '04C', '09S')",29.1194,,907590.0
"('11D', '03S', '14S', '14H', '09S')",29.1193,,907443.0
"('11D', '02D', '14S', '14H', '09S')",29.1192,,907295.0
"('11D', '14S', '14H', '08H', '07D')",29.118699999999997,,907147.0
"('11D', '06C', '14S', '14H', '08H')",29.118599999999997,,906999.0
"('11D', '05S', '14S', '14H', '08H')",29.118499999999997,,906852.0
"('11D', '14S', '14H', '08H', '04C')",29.118399999999998,,906704.0
"('11D', '03S', '14S', '14H', '08H')",29.118299999999998,,906556.0
"('11D', '02D', '14S', '14H', '08H')",29.118199999999998,,906408.0
"('11D', '06C', '14S', '14H', '07D')",29.1176,,906261.0
"('11D', '05S', '14S', '14H', '07D')",29.1175,,906113.0
"('11D', '14S', '14H', '04C', '07D')",29.1174,,905965.0
"('11D', '03S', '14S', '14H', '07D')",29.1173,,905817.0
"('11D', '02D', '14S', '14H', '07D')",29.1172,,905670.0
"('11D', '06C', '05S', '14S', '14H')",29.1165,,905522.0
"('11D', '06C', '14S', '14H', '04C')",29.1164,,905374.0
"('11D', '06C', '03S', '14S', '14H')",29.1163,,905226.0
"('11D', '06C', '02D', '14S', '14H')",29.1162,,905079.0
"('11D', '05S', '14S', '14H', '04C')",29.115399999999998,,904931.0
"('11D', '03S', '05S', '14S', '14H')",29.115299999999998,,904783.0
"('11D', '02D', '05S', '14S', '14H')",29.115199999999998,,904635.0
"('11D', '03S', '14S', '14H', '04C')",29.1143,,904488.0
"('11D', '02D', '14S', '14H', '04C')",29.1142,,904340.0
"('11D', '03S', '02D', '14S', '14H')",29.1132,,904192.0
"('10D', '14S', '14H', '08H', '09S')",29.109800000000003,,904044.0
"('10D', '14S', '14H', '09S', '07D')",29.1097,,903897.0
"('10D', '06C', '14S', '14H', '09S')",29.1096,,903749.0
"('10D', '05S', '14S', '14H', '09S')",29.1095,,903601.0
"('10D', '14S', '14H', '04C', '09S')",29.1094,,903453.0
"('10D', '03S', '14S', '14H', '09S')",29.1093,,903306.0
"('10D', '02D', '14S', '14H', '09S')",29.1092,,903158.0
"('10D', '14S', '14H', '08H', '07D')",29.1087,,903010.0
"('10D', '06C', '14S', '14H', '08H')",29.1086,,902862.0
"('10D', '05S', '14S', '14H', '08H')",29.1085,,902715.0
"('10D', '14S', '14H', '08H', '04C')",29.1084,,902567.0
"('10D', '03S', '14S', '14H', '08H')",29.1083,,902419.0
"('10D', '02D', '14S', '14H', '08H')",29.1082,,902271.0
"('10D', '06C', '14S', '14H', '07D')",29.1076,,902124.0
"('10D', '05S', '14S', '14H', '07D')",29.1075,,901976.0
"('10D', '14S', '14H', '04C', '07D')",29.107400000000002,,901828.0
"('10D', '03S', '14S', '14H', '07D')",29.107300000000002,,901680.0
"('10D', '02D', '14S', '14H', '07D')",29.107200000000002,,901533.0
"('10D', '06C', '05S', '14S', '14H')",29.1065,,901385.0
"('10D', '06C', '14S', '14H', '04C')",29.1064,,901237.0
"('10D', '06C', '03S', '14S', '14H')",29.1063,,901089.0
"('10D', '06C', '02D', '14S', '14H')",29.1062,,900942.0
"('10D', '05S', '14S', '14H', '04C')",29.1054,,900794.0
"('10D', '03S', '05S', '14S', '14H')",29.1053,,900646.0
"('10D', '02D', '05S', '14S', '14H')",29.1052,,900498.0
"('10D', '03S', '14S', '14H', '04C')",29.104300000000002,,900351.0
"('10D', '02D', '14S', '14H', '04C')",29.104200000000002,,900203.0
"('10D', '03S', '02D', '14S', '14H')",29.1032,,900055.0
"('14S', '14H', '08H', '09S', '07D')",29.098699999999997,,899907.0
"('06C', '14S', '14H', '08H', '09S')",29.098599999999998,,899760.0
"('05S', '14S', '14H', '08H', '09S')",29.098499999999998,,899612.0
"('14S', '14H', '08H', '04C', '09S')",29.098399999999998,,899464.0
"('03S', '14S', '14H', '08H', '09S')",29.0983,,899316.0
"('02D', '14S', '14H', '08H', '09S')",29.0982,,899169.0
"('06C', '14S', '14H', '09S', '07D')",29.0976,,899021.0
"('05S', '14S', '14H', '09S', '07D')",29.0975,,898873.0
"('14S', '14H', '04C', '09S', '07D')",29.0974,,898725.0
"('03S', '14S', '14H', '09S', '07D')",29.0973,,898578.0
"('02D', '14S', '14H', '09S', '07D')",29.0972,,898430.0
"('06C', '05S', '14S', '14H', '09S')",29.0965,,898282.0
"('06C', '14S', '14H', '04C', '09S')",29.0964,,898134.0
"('06C', '03S', '14S', '14H', '09S')",29.0963,,897987.0
"('06C', '02D', '14S', '14H', '09S')",29.0962,,897839.0
"('05S', '14S', '14H', '04C', '09S')",29.095399999999998,,897691.0
"('03S', '05S', '14S', '14H', '09S')",29.095299999999998,,897543.0
"('02D', '05S', '14S', '14H', '09S')",29.0952,,897395.0
"('03S', '14S', '14H', '04C', '09S')",29.0943,,897248.0
"('02D', '14S', '14H', '04C', '09S')",29.0942,,897100.0
"('03S', '02D', '14S', '14H', '09S')",29.0932,,896952.0
"('06C', '14S', '14H', '08H', '07D')",29.0876,,896804.0
"('05S', '14S', '14H', '08H', '07D')",29.0875,,896657.0
"('14S', '14H', '08H', '04C', '07D')",29.0874,,896509.0
"('03S', '14S', '14H', '08H', '07D')",29.0873,,896361.0
"('02D', '14S', '14H', '08H', '07D')",29.0872,,896213.0
"('06C', '05S', '14S', '14H', '08H')",29.086499999999997,,896066.0
"('06C', '14S', '14H', '08H', '04C')",29.086399999999998,,895918.0
"('06C', '03S', '14S', '14H', '08H')",29.086299999999998,,895770.0
"('06C', '02D', '14S', '14H', '08H')",29.086199999999998,,895622.0
"('05S', '14S', '14H', '08H', '04C')",29.085399999999996,,895475.0
"('03S', '05S', '14S', '14H', '08H')",29.085299999999997,,895327.0
"('02D', '05S', '14S', '14H', '08H')",29.085199999999997,,895179.0
"('03S', '14S', '14H', '08H', '04C')",29.0843,,895031.0
"('02D', '14S', '14H', '08H', '04C')",29.0842,,894884.0
"('03S', '02D', '14S', '14H', '08H')",29.083199999999998,,894736.0
"('06C', '05S', '14S', '14H', '07D')",29.0765,,894588.0
"('06C', '14S', '14H', '04C', '07D')",29.0764,,894440.0
"('06C', '03S', '14S', '14H', '07D')",29.0763,,894293.0
"('06C', '02D', '14S', '14H', '07D')",29.0762,,894145.0
"('05S', '14S', '14H', '04C', '07D')",29.0754,,893997.0
"('03S', '05S', '14S', '14H', '07D')",29.0753,,893849.0
"('02D', '05S', '14S', '14H', '07D')",29.0752,,893702.0
"('03S', '14S', '14H', '04C', '07D')",29.0743,,893554.0
"('02D', '14S', '14H', '04C', '07D')",29.0742,,893406.0
"('03S', '02D', '14S', '14H', '07D')",29.0732,,893258.0
"('06C', '05S', '14S', '14H', '04C')",29.065399999999997,,893111.0
"('06C', '03S', '05S', '14S', '14H')",29.065299999999997,,892963.0
"('06C', '02D', '05S', '14S', '14H')",29.065199999999997,,892815.0
"('06C', '03S', '14S', '14H', '04C')",29.0643,,892667.0
"('06C', '02D', '14S', '14H', '04C')",29.0642,,892520.0
"('06C', '03S', '02D', '14S', '14H')",29.0632,,892372.0
"('03S', '05S', '14S', '14H', '04C')",29.0543,,892224.0
"('02D', '05S', '14S', '14H', '04C')",29.0542,,892076.0
"('03S', '02D', '05S', '14S', '14H')",29.0532,,891929.0
"('03S', '02D', '14S', '14H', '04C')",29.0432,,891781.0
"('11D', '12D', '14S', '13S', '13D')",28.153100000000002,,891633.0
"('10D', '12D', '14S', '13S', '13D')",28.153000000000002,,891485.0
"('12D', '14S', '13S', '13D', '09S')",28.152900000000002,,891338.0
"('12D', '14S', '13S', '13D', '08H')",28.152800000000003,,891190.0
"('12D', '14S', '13S', '13D', '07D')",28.1527,,891042.0
"('06C', '12D', '14S', '13S', '13D')",28.1526,,890894.0
"('12D', '05S', '14S', '13S', '13D')",28.1525,,890747.0
"('12D', '14S', '13S', '13D', '04C')",28.1524,,890599.0
"('03S', '12D', '14S', '13S', '13D')",28.1523,,890451.0
"('12D', '02D', '14S', '13S', '13D')",28.1522,,890303.0
"('11D', '10D', '14S', '13S', '13D')",28.152,,890156.0
"('11D', '14S', '13S', '13D', '09S')",28.1519,,890008.0
"('11D', '14S', '13S', '13D', '08H')",28.1518,,889860.0
"('11D', '14S', '13S', '13D', '07D')",28.151699999999998,,889712.0
"('11D', '06C', '14S', '13S', '13D')",28.1516,,889565.0
"('11D', '05S', '14S', '13S', '13D')",28.1515,,889417.0
"('11D', '14S', '13S', '13D', '04C')",28.1514,,889269.0
"('11D', '03S', '14S', '13S', '13D')",28.1513,,889121.0
"('11D', '02D', '14S', '13S', '13D')",28.1512,,888974.0
"('10D', '14S', '13S', '13D', '09S')",28.150900000000004,,888826.0
"('10D', '14S', '13S', '13D', '08H')",28.150800000000004,,888678.0
"('10D', '14S', '13S', '13D', '07D')",28.1507,,888530.0
"('10D', '06C', '14S', '13S', '13D')",28.1506,,888383.0
"('10D', '05S', '14S', '13S', '13D')",28.1505,,888235.0
"('10D', '14S', '13S', '13D', '04C')",28.1504,,888087.0
"('10D', '03S', '14S', '13S', '13D')",28.1503,,887939.0
"('10D', '02D', '14S', '13S', '13D')",28.1502,,887792.0
"('14S', '13S', '13D', '08H', '09S')",28.149800000000003,,887644.0
"('14S', '13S', '13D', '09S', '07D')",28.1497,,887496.0
"('06C', '14S', '13S', '13D', '09S')",28.1496,,887348.0
"('05S', '14S', '13S', '13D', '09S')",28.1495,,887201.0
"('14S', '13S', '13D', '04C', '09S')",28.1494,,887053.0
"('03S', '14S', '13S', '13D', '09S')",28.1493,,886905.0
"('02D', '14S', '13S', '13D', '09S')",28.1492,,886757.0
"('14S', '13S', '13D', '08H', '07D')",28.148699999999998,,886610.0
"('06C', '14S', '13S', '13D', '08H')",28.1486,,886462.0
"('05S', '14S', '13S', '13D', '08H')",28.1485,,886314.0
"('14S', '13S', '13D', '08H', '04C')",28.1484,,886166.0
"('03S', '14S', '13S', '13D', '08H')",28.1483,,886019.0
"('02D', '14S', '13S', '13D', '08H')",28.1482,,885871.0
"('06C', '14S', '13S', '13D', '07D')",28.1476,,885723.0
"('05S', '14S', '13S', '13D', '07D')",28.1475,,885575.0
"('14S', '13S', '13D', '04C', '07D')",28.1474,,885428.0
"('03S', '14S', '13S', '13D', '07D')",28.1473,,885280.0
"('02D', '14S', '13S', '13D', '07D')",28.1472,,885132.0
"('06C', '05S', '14S', '13S', '13D')",28.1465,,884984.0
"('06C', '14S', '13S', '13D', '04C')",28.1464,,884837.0
"('06C', '03S', '14S', '13S', '13D')",28.1463,,884689.0
"('06C', '02D', '14S', '13S', '13D')",28.1462,,884541.0
"('05S', '14S', '13S', '13D', '04C')",28.1454,,884393.0
"('03S', '05S', '14S', '13S', '13D')",28.1453,,884246.0
"('02D', '05S', '14S', '13S', '13D')",28.1452,,884098.0
"('03S', '14S', '13S', '13D', '04C')",28.1443,,883950.0
"('02D', '14S', '13S', '13D', '04C')",28.1442,,883802.0
"('03S', '02D', '14S', '13S', '13D')",28.1432,,883655.0
"('11D', '10D', '12D', '13S', '13D')",28.132,,883507.0
"('11D', '12D', '13S', '13D', '09S')",28.1319,,883359.0
"('11D', '12D', '13S', '13D', '08H')",28.131800000000002,,883211.0
"('11D', '12D', '13S', '13D', '07D')",28.1317,,883064.0
"('11D', '06C', '12D', '13S', '13D')",28.1316,,882916.0
"('11D', '12D', '05S', '13S', '13D')",28.1315,,882768.0
"('11D', '12D', '13S', '13D', '04C')",28.1314,,882620.0
"('11D', '03S', '12D', '13S', '13D')",28.1313,,882473.0
"('11D', '12D', '02D', '13S', '13D')",28.1312,,882325.0
"('10D', '12D', '13S', '13D', '09S')",28.130900000000004,,882177.0
"('10D', '12D', '13S', '13D', '08H')",28.130800000000004,,882029.0
"('10D', '12D', '13S', '13D', '07D')",28.1307,,881882.0
"('10D', '06C', '12D', '13S', '13D')",28.1306,,881734.0
"('10D', '12D', '05S', '13S', '13D')",28.1305,,881586.0
"('10D', '12D', '13S', '13D', '04C')",28.1304,,881438.0
"('10D', '03S', '12D', '13S', '13D')",28.130300000000002,,881291.0
"('10D', '12D', '02D', '13S', '13D')",28.130200000000002,,881143.0
"('12D', '13S', '13D', '08H', '09S')",28.129800000000003,,880995.0
"('12D', '13S', '13D', '09S', '07D')",28.1297,,880847.0
"('06C', '12D', '13S', '13D', '09S')",28.1296,,880700.0
"('12D', '05S', '13S', '13D', '09S')",28.1295,,880552.0
"('12D', '13S', '13D', '04C', '09S')",28.1294,,880404.0
"('03S', '12D', '13S', '13D', '09S')",28.1293,,880256.0
"('12D', '02D', '13S', '13D', '09S')",28.1292,,880109.0
"('12D', '13S', '13D', '08H', '07D')",28.1287,,879961.0
"('06C', '12D', '13S', '13D', '08H')",28.1286,,879813.0
"('12D', '05S', '13S', '13D', '08H')",28.1285,,879665.0
"('12D', '13S', '13D', '08H', '04C')",28.1284,,879518.0
"('03S', '12D', '13S', '13D', '08H')",28.1283,,879370.0
"('12D', '02D', '13S', '13D', '08H')",28.1282,,879222.0
"('06C', '12D', '13S', '13D', '07D')",28.1276,,879074.0
"('12D', '05S', '13S', '13D', '07D')",28.1275,,878927.0
"('12D', '13S', '13D', '04C', '07D')",28.1274,,878779.0
"('03S', '12D', '13S', '13D', '07D')",28.1273,,878631.0
"('12D', '02D', '13S', '13D', '07D')",28.127200000000002,,878483.0
"('06C', '12D', '05S', '13S', '13D')",28.1265,,878336.0
"('06C', '12D', '13S', '13D', '04C')",28.1264,,878188.0
"('06C', '03S', '12D', '13S', '13D')",28.1263,,878040.0
"('06C', '12D', '02D', '13S', '13D')",28.1262,,877892.0
"('12D', '05S', '13S', '13D', '04C')",28.1254,,877745.0
"('03S', '12D', '05S', '13S', '13D')",28.1253,,877597.0
"('12D', '02D', '05S', '13S', '13D')",28.1252,,877449.0
"('03S', '12D', '13S', '13D', '04C')",28.1243,,877301.0
"('12D', '02D', '13S', '13D', '04C')",28.124200000000002,,877154.0
"('03S', '12D', '02D', '13S', '13D')",28.1232,,877006.0
"('11D', '10D', '13S', '13D', '09S')",28.120900000000002,,876858.0
"('11D', '10D', '13S', '13D', '08H')",28.120800000000003,,876710.0
"('11D', '10D', '13S', '13D', '07D')",28.1207,,876563.0
"('11D', '10D', '06C', '13S', '13D')",28.1206,,876415.0
"('11D', '10D', '05S', '13S', '13D')",28.1205,,876267.0
"('11D', '10D', '13S', '13D', '04C')",28.1204,,876119.0
"('11D', '10D', '03S', '13S', '13D')",28.1203,,875972.0
"('11D', '10D', '02D', '13S', '13D')",28.1202,,875824.0
"('11D', '13S', '13D', '08H', '09S')",28.1198,,875676.0
"('11D', '13S', '13D', '09S', '07D')",28.119699999999998,,875528.0
"('11D', '06C', '13S', '13D', '09S')",28.1196,,875381.0
"('11D', '05S', '13S', '13D', '09S')",28.1195,,875233.0
"('11D', '13S', '13D', '04C', '09S')",28.1194,,875085.0
"('11D', '03S', '13S', '13D', '09S')",28.1193,,874937.0
"('11D', '02D', '13S', '13D', '09S')",28.1192,,874790.0
"('11D', '13S', '13D', '08H', '07D')",28.118699999999997,,874642.0
"('11D', '06C', '13S', '13D', '08H')",28.118599999999997,,874494.0
"('11D', '05S', '13S', '13D', '08H')",28.118499999999997,,874346.0
"('11D', '13S', '13D', '08H', '04C')",28.118399999999998,,874199.0
"('11D', '03S', '13S', '13D', '08H')",28.118299999999998,,874051.0
"('11D', '02D', '13S', '13D', '08H')",28.118199999999998,,873903.0
"('11D', '06C', '13S', '13D', '07D')",28.1176,,873755.0
"('11D', '05S', '13S', '13D', '07D')",28.1175,,873608.0
"('11D', '13S', '13D', '04C', '07D')",28.1174,,873460.0
"('11D', '03S', '13S', '13D', '07D')",28.1173,,873312.0
"('11D', '02D', '13S', '13D', '07D')",28.1172,,873164.0
"('11D', '06C', '05S', '13S', '13D')",28.1165,,873017.0
"('11D', '06C', '13S', '13D', '04C')",28.1164,,872869.0
"('11D', '06C', '03S', '13S', '13D')",28.1163,,872721.0
"('11D', '06C', '02D', '13S', '13D')",28.1162,,872573.0
"('11D', '05S', '13S', '13D', '04C')",28.115399999999998,,872426.0
"('11D', '03S', '05S', '13S', '13D')",28.115299999999998,,872278.0
"('11D', '02D', '05S', '13S', '13D')",28.115199999999998,,872130.0
"('11D', '03S', '13S', '13D', '04C')",28.1143,,871982.0
"('11D', '02D', '13S', '13D', '04C')",28.1142,,871835.0
"('11D', '03S', '02D', '13S', '13D')",28.1132,,871687.0
"('10D', '13S', '13D', '08H', '09S')",28.109800000000003,,871539.0
"('10D', '13S', '13D', '09S', '07D')",28.1097,,871391.0
"('10D', '06C', '13S', '13D', '09S')",28.1096,,871243.0
"('10D', '05S', '13S', '13D', '09S')",28.1095,,871096.0
"('10D', '13S', '13D', '04C', '09S')",28.1094,,870948.0
"('10D', '03S', '13S', '13D', '09S')",28.1093,,870800.0
"('10D', '02D', '13S', '13D', '09S')",28.1092,,870652.0
"('10D', '13S', '13D', '08H', '07D')",28.1087,,870505.0
"('10D', '06C', '13S', '13D', '08H')",28.1086,,870357.0
"('10D', '05S', '13S', '13D', '08H')",28.1085,,870209.0
"('10D', '13S', '13D', '08H', '04C')",28.1084,,870061.0
"('10D', '03S', '13S', '13D', '08H')",28.1083,,869914.0
"('10D', '02D', '13S', '13D', '08H')",28.1082,,869766.0
"('10D', '06C', '13S', '13D', '07D')",28.1076,,869618.0
"('10D', '05S', '13S', '13D', '07D')",28.1075,,869470.0
"('10D', '13S', '13D', '04C', '07D')",28.107400000000002,,869323.0
"('10D', '03S', '13S', '13D', '07D')",28.107300000000002,,869175.0
"('10D', '02D', '13S', '13D', '07D')",28.107200000000002,,869027.0
"('10D', '06C', '05S', '13S', '13D')",28.1065,,868879.0
"('10D', '06C', '13S', '13D', '04C')",28.1064,,868732.0
"('10D', '06C', '03S', '13S', '13D')",28.1063,,868584.0
"('10D', '06C', '02D', '13S', '13D')",28.1062,,868436.0
"('10D', '05S', '13S', '13D', '04C')",28.1054,,868288.0
"('10D', '03S', '05S', '13S', '13D')",28.1053,,868141.0
"('10D', '02D', '05S', '13S', '13D')",28.1052,,867993.0
"('10D', '03S', '13S', '13D', '04C')",28.104300000000002,,867845.0
"('10D', '02D', '13S', '13D', '04C')",28.104200000000002,,867697.0
"('10D', '03S', '02D', '13S', '13D')",28.1032,,867550.0
"('13S', '13D', '08H', '09S', '07D')",28.098699999999997,,867402.0
"('06C', '13S', '13D', '08H', '09S')",28.098599999999998,,867254.0
"('05S', '13S', '13D', '08H', '09S')",28.098499999999998,,867106.0
"('13S', '13D', '08H', '04C', '09S')",28.098399999999998,,866959.0
"('03S', '13S', '13D', '08H', '09S')",28.0983,,866811.0
"('02D', '13S', '13D', '08H', '09S')",28.0982,,866663.0
"('06C', '13S', '13D', '09S', '07D')",28.0976,,866515.0
"('05S', '13S', '13D', '09S', '07D')",28.0975,,866368.0
"('13S', '13D', '04C', '09S', '07D')",28.0974,,866220.0
"('03S', '13S', '13D', '09S', '07D')",28.0973,,866072.0
"('02D', '13S', '13D', '09S', '07D')",28.0972,,865924.0
"('06C', '05S', '13S', '13D', '09S')",28.0965,,865777.0
